OBJECTID,REGIONNAME,ZONENAME,WOREDANO_,WOREDANAME,GlobalID,Shape__Area,Shape__Length
297,Oromia,West Shewa,040501,Ginde Beret,70316c1e-a05d-430f-93ef-126e3acd5fec,1318643134.25049,156480.626850086
298,Oromia,North Shewa(R4),040604,Kuyu,4a0d6ad1-2fa7-4391-9648-ef3be9591171,1136857642.68652,153353.027780656
299,Oromia,Horo Guduru,041901,Horo,934cd488-4e7b-46a2-b2ce-bb6dcc609324,739451871.04126,143176.354358821
300,Oromia,Horo Guduru,041910,Abe Dongoro,5294f057-6c39-4127-bdcb-3f7c6a36afec,1108731091.46851,149417.754475561
301,Oromia,North Shewa(R4),040608,Wuchale,d9bad863-f210-45ac-8c55-26367d54515d,692364421.211914,130614.267979273
302,Oromia,North Shewa(R4),040614,Yaya Gulele,3edd70b8-7106-475c-b387-db36d6094aa9,425856336.11084,82922.8125690432
303,Oromia,East Harerge,041002,Jarso,76234ece-d600-46b2-a323-2049f8fb176f,563240281.323242,112061.644668266
304,Oromia,West Shewa,040514,Meta Robi,e2f83bfd-4118-468e-a5c7-e0ea974c2f09,1033207038.69849,154323.016271258
305,Oromia,West Wellega,040116,Begi,1e84cc7e-01aa-4f57-8cba-07cb4ee56675,1066011993.76294,190080.964171293
306,Oromia,East Harerge,041001,Kombolcha,199e3681-854a-4771-bb5b-e0a0cc370c71,458625242.835449,100123.330023612
307,Oromia,West Shewa,040513,Adda Berga,a137bf39-f964-4667-90ee-8f24f5fd5227,1042525174.27905,129016.475808177
308,Oromia,West Wellega,040111,Babo,b90f2bb2-1c70-4571-8464-bc8a7d9b4a37,886286418.959961,123771.357105098
309,Oromia,East Wellega,040207,Bila Seyo,d27b7db6-bf96-4ad6-8068-cea5929fa2ec,800145866.341553,167516.101963066
310,Oromia,East Harerge,041009,Meta,5d015b15-8ca0-4ce0-91be-83efa14a7d22,676813950.012695,115775.428942288
311,Oromia,East Harerge,041006,Haro Maya,488427f8-aa00-4ef8-8f12-15b5382623c9,637305936.036621,113177.396522765
312,Oromia,East Wellega,040211,Sasiga,46ee7066-f9c2-4f18-a760-8bee2d41a170,857895688.764648,159900.888152352
313,Oromia,East Harerge,041010,Goro Gutu,6e6655b0-1956-4988-9ac4-fde434d258cd,418597146.855957,89954.7286523209
314,Oromia,East Wellega,040213,Guto Gida,4df249fe-33c1-479a-9b8e-f2ea7f51c68e,882647170.888672,186427.448126402
315,Oromia,East Harerge,041003,Gursum,95c04e47-a3aa-4dd6-8532-ef055617a55a,820484529.538086,139741.871437692
316,Oromia,East Harerge,041008,Kersa,14f56b72-96c1-4e01-9423-c7e6f6236299,463480371.683105,91373.8751690591
317,Oromia,West Shewa,040502,Jeldu,28531637-d612-481a-b018-0b8537cca1ce,1320945991.92822,180746.254615152
318,Oromia,West Harerge,040902,Doba,4ac1f7be-7063-45c1-b61d-bdef988a9f6f,689076948.977051,124594.898649581
319,Oromia,West Harerge,040901,Mieso,40f8e006-524f-4d2d-af4c-4110ffb90061,2724368674.87793,295117.6192132
320,Oromia,East Harerge,041011,Deder,17896d5f-85fe-408a-b141-79088fb2cfc1,620195330.33252,107435.360943309
321,Oromia,West Shewa,040505,Cheliya,32874d72-0923-41e7-8516-924b4736922e,1140113732.65796,173143.121777986
322,Oromia,Kelem Wellega,041804,Gawo Kebe,3ff5fb4b-d904-45ce-aeed-7f705f57b25d,1364741608.91528,175269.909328809
323,Oromia,East Harerge,041004,Babile,5b748e9e-0832-4499-847a-ed12e69b32be,5389336942.5105,367522.737582917
324,Oromia,West Shewa,040503,Ambo Zuria,9bc0b0fb-aefb-4c3a-9276-1d3e91347c39,1200883266.33496,222521.757365858
325,Oromia,Horo Guduru,041907,Jimma Rare,41a7f53c-e728-481f-a52a-e5c46cf41793,292004412.68042,71850.3629699158
326,Oromia,East Harerge,041007,Kurfa Chele,f11b2bd2-1cdf-4e6d-b2cd-7af5703c8886,241426806.780273,82904.1009890006
327,Oromia,West Harerge,040903,Tulo,5afaa1c0-00e3-4123-8065-71ab55845770,441692322.921875,106466.846778251
328,Oromia,East Harerge,041013,Bedeno,7233b1e7-269e-4ebd-b639-cce2f3f03d30,1004717870.75977,155305.679032278
329,Oromia,West Wellega,040107,Ayira Guliso,ed449d66-9ff2-4a24-a96b-32e50f4ef3d4,948976655.508545,143273.693442573
330,Oromia,West Shewa,040510,Dendi,8d40cde1-86e3-4cdd-acce-1e98371f59f8,1247381667.23047,202533.749716917
331,Oromia,West Shewa,040511,Ejere (Addis Alem),1d0eec3a-e697-4260-8b05-404986884ea1,602343638.433594,132352.962737316
332,Oromia,East Harerge,041016,Girawa,106316e9-ec39-44c3-a57a-7010989384e1,1503814173.56787,183864.140934878
333,Oromia,West Shewa,040506,Bako Tibe,45f5e932-8ad4-42e4-ae82-05be1b988d14,685666419.600586,100276.979200478
334,Oromia,East Harerge,041012,Malka Balo,d4f7b940-e123-4976-a907-6a30970477e2,1425282267.15674,200473.497509396
335,Oromia,Bale,041108,Ginir,55bbc062-7cd1-498e-88f2-0fb53bd90e66,2534396447.74707,294839.481396355
336,Oromia,West Arsi,041710,Adaba,602f0498-25e9-4563-be02-3117a1f2a218,2255087065.32471,234687.836523247
337,Oromia,West Arsi,041712,Shashemene Zuria,26fcc7f9-2417-45fc-aa3c-f992388989fe,790640388.533936,127004.02208319
338,Oromia,West Arsi,041704,Kofele,23bde5ec-a27d-4b96-8827-7cf903c4d428,670057167.383301,149498.56878096
339,Oromia,West Arsi,041706,Gedeb Asasa,b6c7b52c-8fce-4a9c-ae48-85566fe356cb,1073235887.2644,144936.013075027
340,Oromia,Bale,041109,Sinana,ed3780dc-cbb5-453e-9a2a-30dade2f1e51,1174880198.02002,196568.777757237
341,Oromia,East Harerge,041017,Golo Oda,a7b50a1a-26c3-4643-aac0-58d0f321cc52,4151024536.5083,330437.315590383
342,Oromia,Bale,041117,Rayitu,c0977a5b-83a2-4a3c-961d-836726723c1f,5974674101.21777,437292.914675126
343,Oromia,East Harerge,041005,Fedis,13c72bc9-c736-4e55-8053-4dd8911470f3,1186428937.29346,140490.725616375
344,Oromia,West Harerge,040912,Gemechis,757c0543-3d88-46b1-a0da-3b11191ea623,1008772884.42627,142262.872806081
345,Oromia,West Harerge,040904,Mesela,c1de07f3-b29b-481b-a332-631ccff95e77,791052020.814941,111250.704489751
346,Oromia,East Shewa,040701,Fentale,5073110a-a339-42a9-bcd7-33dba85cb19d,1279194216.50854,154796.867404849
347,Oromia,West Wellega,040114,Haru,6c2947ce-6c28-49eb-894a-024d881d2635,483638692.330566,107115.767600295
348,Oromia,West Harerge,040906,Anchar,ad360c59-0f4b-4918-8be6-2ec276b70f71,1001725754.42285,147370.623278601
349,Oromia,West Wellega,040112,Yubdo,d051bb33-a926-4792-910d-e0cf6a1828e6,394067549.91626,84574.9298435136
350,Oromia,East Wellega,040216,Wama Hagalo,77152330-d2dc-4db3-8671-e4593702e108,610978745.181152,110041.231510516
351,Oromia,Horo Guduru,041908,Jarte Jardega,8215949b-e59a-40e0-a4ce-2c8a44dde019,1203361560.4248,150482.866844287
352,Oromia,West Harerge,040911,Kuni,e419d959-5cd9-41b7-97fb-0dfb378e167d,1457341904.61182,208848.407343224
353,Oromia,West Wellega,040115,Nole Kaba,cb48290f-5320-4bc0-89ff-c6f078821627,766629667.088623,123241.102455439
354,Oromia,South West Shewa,041305,Ilu,515bb5fe-b80a-48c1-9832-7aabd39b4baf,375592500.683594,84144.2964968342
355,Oromia,West Shewa,040509,Tikur Enchini,2722c159-11b6-4eb7-8884-e0c071eba628,578581709.267822,116415.551862441
356,Oromia,East Shewa,040706,Ada'a,aaf6842c-a95f-4afe-8c56-51c0e6e686f1,911601944.825195,143783.807776435
357,Oromia,South West Shewa,041304,Dawo,c7b70fa6-7288-4eef-80ac-482b400f7da8,337600499.151367,104703.356692221
358,Oromia,West Shewa,040507,Dano,675d480a-22a1-466b-94fe-ea45c31674b9,661563830.708008,118514.718555079
359,Oromia,East Wellega,040214,Jimma Arjo,f3ede678-1703-4811-8e56-921e0f82197b,801820246.854492,162834.031681033
360,Oromia,Ilubabor,040318,Meko,da232437-fa97-40e8-a1e5-64519291f237,485261790.402588,99033.5677677222
361,Oromia,West Harerge,040908,Habro,8930a546-2af8-42dc-83ce-be196261b23b,708143671.984131,121519.538893625
362,Oromia,West Shewa,040508,Nono,3a3305fc-fe27-4b2f-83a2-7c968ff232f2,778879505.687744,126640.328808756
363,Oromia,Jimma,040401,Limu Seka,0f0f1f33-6245-4036-b7ca-60d9849e55a2,2559825745.26514,252025.727959182
364,Oromia,Arsi,040801,Merti,c3482368-a485-485d-a2ef-022a7ddde079,1103580170.12549,182255.931262629
365,Oromia,Kelem Wellega,041801,Hawa Galan,39eb326c-a73a-4875-89a0-c45028149e66,866390262.313721,129411.415519836
366,Oromia,East Wellega,040215,Nunu Kumba,2b49ae49-d2e7-42fb-83ea-0259c010d344,651861738.162109,122030.995060692
367,Oromia,East Shewa,040702,Boset,a588481b-9043-4f3f-9d0c-9f8824e0b707,1405353800.65625,200929.49495169
368,Oromia,East Shewa,040704,Lome,5f67d364-54a8-40fe-90f3-d0937a2e087e,717975119.265137,137612.754440847
369,Oromia,West Harerge,040910,Boke,1d2a24bf-7248-43f4-b0e7-ad6484d68d0b,3442913758.26001,333345.442803094
370,Oromia,South West Shewa,041302,Wenchi,bcf0fc7c-292f-4f77-a9bb-2bb666464cc5,468541376.064697,95835.0717313368
371,Oromia,South West Shewa,041308,Tole,2c4d0f27-aca9-4aa6-9f24-603310b82d7c,430205066.327881,107218.540719504
372,Oromia,Ilubabor,040301,Darimu,8cfd626b-9c41-4676-af3d-2298c9f55b2d,1378110054.88135,163566.61866741
373,Oromia,South West Shewa,041301,Ameya,33ef7b37-d071-452e-82fa-068eba5a903c,994578751.029541,131869.702146324
374,Oromia,South West Shewa,041309,Becho,92ba6894-e2e9-40f9-81ce-21db4b615329,419189867.784668,94787.4995538256
375,Oromia,East Shewa,040703,Adama,4a7f4744-9554-4d0e-b71e-d8339cfddc0d,1066675904.24805,169531.770475009
376,Oromia,South West Shewa,041303,Waliso,f2f1c16f-74e3-4495-a352-1ff334b750c6,622720198.386963,118442.751216506
377,Oromia,Ilubabor,040302,Alge Sachi,f5a9c5bc-ca07-469f-b34c-3c48df909a35,879939045.437012,151396.074529523
378,Oromia,Arsi,040802,Aseko,4b9b5127-bc21-4bf3-8422-a329e6a0f173,544145659.05249,101049.712919595
379,Oromia,Arsi,040803,Gololcha Arsi,3c7bb3e7-c4ec-48a5-aeec-14872d8a49e9,1746090740.75317,187743.93864063
380,Oromia,Jimma,040415,Chora,24d3edb6-b36a-4b36-bee8-dd170071e785,1592122632.35083,179873.728344527
381,Oromia,Arsi,040804,Jeju,a8c202ac-c371-41f3-9192-e933f7aab983,820154346.541504,138044.322662254
382,Oromia,South West Shewa,041310,Seden Sodo,2c97d13b-eb36-4569-a130-458c1588a43f,506425126.156982,120021.457487219
383,Oromia,Ilubabor,040303,Chora,866a0570-1162-4977-835d-edcf26bcb438,1055488716.427,170692.373996723
384,Oromia,Arsi,040820,Sire,ea1f6632-f4dd-48ed-8708-6fdb567c3d0a,553149993.223389,109284.158321735
385,Oromia,Ilubabor,040310,Metu Zuria,ba196150-9461-4f6f-9147-3ee7ae13b240,779751824.6521,151249.038072206
386,Oromia,Ilubabor,040309,Yayu,98212413-3a51-4168-a5c4-d073d944db13,593167149.102295,112066.954626524
387,Oromia,East Shewa,040707,Dugda,e4a83372-883e-4a83-b5f1-1728e11d1c20,1130597946.01733,195035.497112749
388,Oromia,Arsi,040809,Chole,674eeb81-8fd9-4cd2-84ad-d76278c62349,614162159.680908,121095.106991607
389,Oromia,Arsi,040806,Ziway Dugda,844e0b9d-aaff-449b-95b1-08673e2f3164,1301619270.07056,196221.878297675
390,Oromia,Ilubabor,040317,Didu,907ba305-653d-425f-911c-95cc848a981f,999459982.540527,147156.397047371
391,Oromia,Arsi,040808,Sude,ff5cd77e-3735-45c3-9f9e-a1585e2ca807,1236736337.87842,175535.805559632
392,Oromia,Jimma,040413,Setema,b9db02f4-5b6c-4a4a-9a16-4c4b84a01a48,1134451234.78149,154256.936275177
393,Oromia,Arsi,040807,Hitosa,751b55d2-52e9-405f-b1a5-90df26a0b66f,718354209.427246,141301.950180431
394,Oromia,Ilubabor,040308,Dedesa,44495351-5e9f-4f1a-8745-575a74e9a30e,519333404.568359,109193.173437082
395,Oromia,Jimma,040412,Sigmo,b46254be-4896-4eaf-b5b4-a41c7aac6108,1044702340.8667,145313.002175578
396,Oromia,Jimma,040404,Tiro Afeta,743cfbdb-64a0-4523-bc5e-89f39532a173,931034681.210205,127695.862014015
397,Oromia,Bale,041107,Lege Hida,33f0a392-443a-43db-aa2e-3b3b6f7b552b,5156957698.79468,469735.496740006
398,Oromia,Arsi,040810,Amigna,24cb0e56-62b2-40a9-811a-82efe3061299,1374951057.73486,255942.327420508
399,Oromia,Jimma,040407,Goma,a2d7d247-2d90-4a43-98f2-902952089163,710485903.130371,131627.467135227
400,Oromia,East Shewa,040708,Adami Tulu Jido Kombolcha,5c684fda-7f7f-41ab-8dce-937d3d1ea54c,1282683160.57739,201985.364886368
401,Oromia,Arsi,040816,Tiyo,a589867f-38ea-43b3-befa-6a4385dc1ff5,650279786.341797,117418.776715369
402,Oromia,Jimma,040405,Kersa,016cb06e-922f-4f4e-a2ad-aaba15fec704,1054004873.75635,144666.505531296
403,Oromia,Jimma,040403,Sekoru,670c6de9-9aa0-48bc-85db-723c2d1e71cc,939416401.219482,209537.340206958
404,Oromia,Arsi,040812,Robe,0c7c22ae-467a-4003-bc02-ac71b8745e67,1342053585.34839,240103.842327953
405,Oromia,Jimma,040408,Gera,88ccfafb-b46b-4c46-9dae-f2725dc29c75,1385580542.07129,179731.552782077
406,Oromia,Jimma,040406,Mena,f49c6a18-acb9-4793-94d3-a3108378aa35,538544219.764648,95131.4731053689
407,Oromia,Arsi,040811,Seru,5a9f822c-f869-4852-8d9e-b288dadda245,1695061644.64771,225996.616349987
408,Oromia,Arsi,040815,Degeluna Tijo,9c8b818f-1e71-47c5-92ce-126cd3b7532e,997542276.284424,134422.452219246
409,Oromia,Bale,041105,Gololcha Bale,590a55aa-6428-48e4-8424-5bebe1289c48,2380394716.75,264442.751515957
410,Oromia,Jimma,040411,Omo Nada,518f362b-e978-4390-8e93-08fc2d2b0b44,1720167043.07104,187679.788071171
411,Oromia,Arsi,040817,Munessa,f610a5f1-96e0-4a69-ba10-1d9c1578147b,1065141221.64526,167013.878318457
412,Oromia,Jimma,040414,Shebe Sambo,af94dd45-e702-4a3b-a987-e5ec203f03fc,1272157909.78345,155560.313614367
413,Oromia,Bale,041118,Seweyna,fe907ba5-b5af-4e00-8b33-b4c1025c4f49,8233843015.6665,646049.556007952
414,Oromia,Arsi,040814,Shirka,0329c05e-4c75-4388-bfed-b9ff55716990,1043015225.63159,160800.007389415
415,Oromia,West Arsi,041703,Arsi Negele,37ff2705-6ef2-47d0-9e82-e8da51417f7d,1866345640.30688,221824.090089937
416,Oromia,Jimma,040410,Dedo,8c4e1861-7d01-44cb-abb0-0d2a5a4e44eb,1464564931.09473,181755.463196475
417,Oromia,Arsi,040818,Limu Bilbilo,333888b3-eec5-45a6-853c-0770d230339a,1230770716.79639,183522.626632533
418,Oromia,West Arsi,041702,Shalla,bcbff057-7a12-4d4c-8c7f-157e552e9d94,947712045.000488,160876.871226769
419,Oromia,Bale,041104,Agarfa,3e662ff7-ebe7-4c97-a4a3-6edae54affbd,1245230008.01221,171669.073048832
420,Oromia,Bale,041121,Dawe Kachen,0d4a01ff-8f04-46d5-9319-9496320503fe,1750401800.84814,211797.097348388
421,Oromia,West Arsi,041707,Dodola,66c72ea3-1ce0-4869-a1e5-6294ef46cb0d,1618872692.69604,188372.68003169
422,Oromia,Bale,041110,Goba,62fb9bb0-b17d-4b23-8887-1716faf99c21,1685114176.93848,217330.743614738
423,Oromia,West Arsi,041708,Kokosa,135831fd-c2df-409a-ac7a-d3c60cb8bcbb,679893378.629883,124822.007664166
424,Oromia,Bale,041114,Berbere,ccde52ca-b6d9-4e65-9a0d-9caccff683a9,1373087114.56714,173020.51180216
425,Oromia,Bale,041115,Gura Damole,f908a61a-0a3b-4f82-b021-ce66d9157da7,5356708342.80103,360370.110792575
426,Oromia,West Arsi,041709,Nenesebo (Wereka),b4666f81-9b7c-4f1c-b70c-fa77f5b4ddb4,1737752477.96631,210982.920255109
427,Oromia,Bale,041112,Mena,f702dc02-a358-4e50-a12b-3647f69e1495,4926062483.1311,331640.433022364
428,Oromia,Borena,041217,Gelana,0cf1610f-7ff6-4142-a483-48fd5bd6a05c,1536156865.07495,195974.979811969
429,Oromia,Guji,041402,Bore,c8721f9b-004e-47d6-946d-c52886d9f396,1289923779.23828,194591.019498957
430,Oromia,Guji,041401,Uraga,95f7544f-2ebd-451c-863a-ae37b36033da,801141996.283447,148326.301269569
431,Oromia,Bale,041113,Meda Welabu,62cbff5d-adb4-4a9a-b104-514e71eb0597,8856781638.53564,544443.91994189
432,Oromia,Guji,041403,Adola,21050139-5059-4393-b6e3-9624ee00c873,1308199937.60181,161978.693409949
433,Oromia,Guji,041405,Odo Shakiso,50ae1ea5-0d7e-43a0-9343-fff54858e8e3,4322867304.91235,339616.558664502
434,Oromia,Guji,041407,Liben,faa53e20-9bd9-4e75-adf0-5f581e4c1441,7743462691.31128,390398.181249833
435,Oromia,Borena,041212,Teltele,aacad0c8-dc01-4137-8cc3-27155bc5b72e,11627071248.8529,496938.05312066
436,Oromia,Borena,041210,Moyale,d40196bf-c49c-4837-a190-74488dd5756b,3421719417.76904,271322.178578543
437,Oromia,Ilubabor,040307,Borecha,7dfe8b96-e5f5-4352-b9da-3353df8b801f,787242407.94751,143635.34752057
438,Oromia,Kelem Wellega,041811,Lalo Kile,2c7f047d-87ee-4736-b5a0-47f5013ed8fa,493792141.857178,98038.694351757
439,Oromia,West Wellega,040108,Jarso,6fa0148f-bff7-4d30-b72e-802c7ec9f085,528224891.04248,97982.0306090187
440,Oromia,Kelem Wellega,041810,Jimma Horo,581f253e-32c0-4a6a-a245-eef00ef50679,664396704.175781,119956.71556531
441,Oromia,Kelem Wellega,041802,Yama Logi Welel,15a355b1-6470-4c25-88a8-ebddbd195960,532629821.735107,103378.229235133
442,Oromia,Kelem Wellega,041803,Dale Wabera,dd41583c-72c9-47d5-9e57-d210d34da7f8,707123251.632324,163508.686078276
443,Oromia,Kelem Wellega,041808,Dale Sadi,e1ce25d4-67c4-4c3f-80d5-3d89c75b3be1,619056281.561279,121135.736686698
444,Oromia,West Wellega,040110,Boji Chekorsa,28c83759-e8a7-48dd-9385-7c21042288d5,530629329.525635,100461.31989578
445,Oromia,West Wellega,040113,Gaji,465918e4-c7c6-4576-86e5-0515d3d275e8,283820552.835938,73607.0233110344
446,Oromia,West Wellega,040118,Sayo Nole,4ba56e71-44c6-4daf-bbf4-0f77e526246a,537719243.48291,110765.920058063
447,Oromia,Ilubabor,040304,Dega,ac6de98f-3625-49da-be52-8170066dfc67,482093174.633057,95567.1356890338
448,Oromia,Ilubabor,040315,Bilo Nopha,23c964f4-4b0f-4b82-978d-e03999e1a8bc,325506372.526367,81683.3554373243
449,Oromia,Ilubabor,040319,Halu (Huka),de7727d2-c39d-4e9e-a7de-2ea87fcd268c,308094434.056152,73397.0442098762
450,Oromia,Ilubabor,040311,Ale,ecc14934-7d64-49dc-9b45-551160bfcd63,366116766.180664,95394.6643575763
451,Oromia,Ilubabor,040316,Hurumu,4f70336f-6d9f-4fea-83c5-efccd993ab90,678394986.867188,126764.683280986
452,Oromia,Ilubabor,040314,Becho,ebeaa736-b072-4ba2-b803-aade2be5bfdf,347243852.070313,86339.6575774574
453,Oromia,Ilubabor,040306,Gechi,41fb9efe-a230-4c60-9137-77f1ca569bee,678050394.350342,113543.00291772
454,Oromia,Ilubabor,040322,Badele Zuria,25c0deb6-458a-40b9-ae2f-10952ec28290,850357295.583984,128488.616880365
455,Oromia,Ilubabor,040324,Dorani,8c87d901-ee4d-467f-80a3-633ec8b042c7,329685374.760742,85460.4973484013
456,Oromia,East Wellega,040205,Boneya Boshe,ede2a1b5-a111-4b96-a0c6-25eeca362667,478684386.04248,91649.191198919
457,Oromia,East Wellega,040208,Gobu Seyo,372d0d60-3c24-4c9a-af1a-911dd4f03693,446690444.838379,107615.872899497
458,Oromia,East Wellega,040212,Leka Dulecha,e618c81d-7b65-408d-bfa9-0c1b58894b02,619454586.605469,125599.173792626
459,Oromia,East Wellega,040209,Sibu Sire,2e61eabc-ed08-4b37-8ff5-284364c2c3c1,1042638594.59229,161980.971441926
460,Oromia,East Wellega,040206,Wayu Tuka,1b1f17cf-dc0a-4c2d-8e56-aaa26d7aa3bc,504370721.911865,113644.921707433
461,Oromia,Horo Guduru,041909,Amuru,602a2d77-0a98-4890-aa10-10e75c0a40aa,1204848536.50391,160857.312288165
462,Oromia,Horo Guduru,041906,Jimma Genete,5c637445-4404-458f-bb89-0a3cd02a25fc,488567621.542236,128697.894411209
463,Oromia,Horo Guduru,041904,Ababo,88c0b4c4-5410-44bc-adae-fab61580a5c5,1055941982.97949,151002.171183203
